year,subcategory_code,sub_subcategory_code,month,category_subcategory,category_sub_subcategory,total_visitors,foreign_visitors
2021,4,7,October,"Sports and recreation",Park,21616,249
2021,4,7,September,"Sports and recreation",Park,14176,53
2021,4,7,August,"Sports and recreation",Park,14176,53
2021,4,7,July,"Sports and recreation",Park,14176,53
2021,4,7,June,"Sports and recreation",Park,8715,17
2021,4,7,May,"Sports and recreation",Park,8715,17
2021,4,7,April,"Sports and recreation",Park,8715,17
2021,4,7,March,"Sports and recreation",Park,11381,78
2021,4,7,February,"Sports and recreation",Park,11381,78
2021,4,7,January,"Sports and recreation",Park,11381,78
2021,2,99,December,History/Culture,"Other historic facilities",2576,0
2021,2,99,November,History/Culture,"Other historic facilities",2576,0
2021,2,99,October,History/Culture,"Other historic facilities",2576,0
2021,2,99,September,History/Culture,"Other historic facilities",2848,1
2021,2,99,August,History/Culture,"Other historic facilities",2848,1
2021,2,99,July,History/Culture,"Other historic facilities",2848,1
2021,2,99,June,History/Culture,"Other historic facilities",2404,0
2021,2,99,May,History/Culture,"Other historic facilities",1949,0
2021,2,99,April,History/Culture,"Other historic facilities",2275,0
2021,2,99,March,History/Culture,"Other historic facilities",3913,0
2021,2,99,February,History/Culture,"Other historic facilities",1740,0
2021,2,99,January,History/Culture,"Other historic facilities",1559,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",16668,0
2021,2,8,November,History/Culture,"Memorial house/Historical archive",1539,0
2021,2,8,October,History/Culture,"Memorial house/Historical archive",2157,0
2021,2,8,September,History/Culture,"Memorial house/Historical archive",2020,27
2021,2,8,August,History/Culture,"Memorial house/Historical archive",4486,27
2021,2,8,July,History/Culture,"Memorial house/Historical archive",3342,27
2021,2,8,June,History/Culture,"Memorial house/Historical archive",1854,0
2021,2,8,May,History/Culture,"Memorial house/Historical archive",0,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",1280,0
2021,2,8,March,History/Culture,"Memorial house/Historical archive",1477,0
2021,2,8,February,History/Culture,"Memorial house/Historical archive",1075,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",913,0
2021,2,7,December,History/Culture,"Art museum",3112,0
2021,2,7,November,History/Culture,"Art museum",1226,0
2021,2,7,October,History/Culture,"Art museum",967,0
2021,2,7,September,History/Culture,"Art museum",1772,0
2021,2,7,August,History/Culture,"Art museum",4290,0
2021,2,7,July,History/Culture,"Art museum",2260,0
2021,2,7,June,History/Culture,"Art museum",4766,0
2021,2,7,May,History/Culture,"Art museum",0,0
2021,2,7,April,History/Culture,"Art museum",2149,0
2021,2,7,March,History/Culture,"Art museum",2281,0
2021,2,7,February,History/Culture,"Art museum",1621,0
2021,2,7,January,History/Culture,"Art museum",1476,0
2021,2,9,December,History/Culture,"Zoo/Botanical garden",5053,1
2021,2,9,November,History/Culture,"Zoo/Botanical garden",17014,5
2021,2,9,October,History/Culture,"Zoo/Botanical garden",8997,0
2021,2,9,September,History/Culture,"Zoo/Botanical garden",5356,8
2021,2,9,August,History/Culture,"Zoo/Botanical garden",4511,8
2021,2,9,July,History/Culture,"Zoo/Botanical garden",2972,8
2021,2,9,June,History/Culture,"Zoo/Botanical garden",2473,0
2021,2,9,May,History/Culture,"Zoo/Botanical garden",0,0
2021,2,9,April,History/Culture,"Zoo/Botanical garden",4099,4
2021,2,9,March,History/Culture,"Zoo/Botanical garden",4601,9
2021,2,9,February,History/Culture,"Zoo/Botanical garden",4862,1
2021,2,9,January,History/Culture,"Zoo/Botanical garden",3029,1
2021,2,1,December,History/Culture,"Historic site",3307,0
2021,2,1,November,History/Culture,"Historic site",7941,0
2021,2,1,October,History/Culture,"Historic site",4492,0
2021,2,1,September,History/Culture,"Historic site",3053,0
2021,2,1,August,History/Culture,"Historic site",2313,0
2021,2,1,July,History/Culture,"Historic site",1945,0
2021,2,1,June,History/Culture,"Historic site",2389,0
2021,2,1,May,History/Culture,"Historic site",4738,0
2021,2,1,April,History/Culture,"Historic site",4686,0
2021,2,1,March,History/Culture,"Historic site",4179,0
2021,2,1,February,History/Culture,"Historic site",3917,0
2021,2,1,January,History/Culture,"Historic site",4682,0
2021,4,1,December,"Sports and recreation","Sports and recreation facilities",4906,4
2021,4,1,November,"Sports and recreation","Sports and recreation facilities",4828,4
2021,4,1,October,"Sports and recreation","Sports and recreation facilities",4570,4
2021,4,1,September,"Sports and recreation","Sports and recreation facilities",4358,4
2021,4,1,August,"Sports and recreation","Sports and recreation facilities",4185,4
2021,4,1,July,"Sports and recreation","Sports and recreation facilities",4326,4
2021,4,1,June,"Sports and recreation","Sports and recreation facilities",4474,0
2021,4,1,May,"Sports and recreation","Sports and recreation facilities",4707,0
2021,4,1,April,"Sports and recreation","Sports and recreation facilities",4683,0
2021,4,1,March,"Sports and recreation","Sports and recreation facilities",4558,0
2021,4,1,February,"Sports and recreation","Sports and recreation facilities",4012,0
2021,4,1,January,"Sports and recreation","Sports and recreation facilities",4175,0
2021,4,1,December,"Sports and recreation","Sports and recreation facilities",3751,0
2021,4,1,November,"Sports and recreation","Sports and recreation facilities",3864,0
2021,4,1,October,"Sports and recreation","Sports and recreation facilities",3856,0
2021,4,1,September,"Sports and recreation","Sports and recreation facilities",3344,87
2021,4,1,August,"Sports and recreation","Sports and recreation facilities",2934,87
2021,4,1,July,"Sports and recreation","Sports and recreation facilities",3085,87
2021,4,1,June,"Sports and recreation","Sports and recreation facilities",3066,0
2021,4,1,May,"Sports and recreation","Sports and recreation facilities",3624,0
2021,4,1,April,"Sports and recreation","Sports and recreation facilities",3454,0
2021,4,1,March,"Sports and recreation","Sports and recreation facilities",3607,0
2021,4,1,February,"Sports and recreation","Sports and recreation facilities",2682,0
2021,4,1,January,"Sports and recreation","Sports and recreation facilities",2456,0
2021,4,1,December,"Sports and recreation","Sports and recreation facilities",5098,5
2021,4,1,November,"Sports and recreation","Sports and recreation facilities",5091,4
2021,4,1,October,"Sports and recreation","Sports and recreation facilities",4930,3
2021,4,1,September,"Sports and recreation","Sports and recreation facilities",4956,4
2021,4,1,August,"Sports and recreation","Sports and recreation facilities",4969,5
2021,4,1,July,"Sports and recreation","Sports and recreation facilities",4856,3
2021,4,1,June,"Sports and recreation","Sports and recreation facilities",4665,5
2021,4,1,May,"Sports and recreation","Sports and recreation facilities",5119,2
2021,4,1,April,"Sports and recreation","Sports and recreation facilities",5049,4
2021,4,1,March,"Sports and recreation","Sports and recreation facilities",4857,4
2021,4,1,February,"Sports and recreation","Sports and recreation facilities",4699,0
2021,4,1,January,"Sports and recreation","Sports and recreation facilities",4582,4
2021,1,99,December,Nature,"Other nature",78125,2
2021,1,99,November,Nature,"Other nature",183125,10
2021,1,99,October,Nature,"Other nature",84849,0
2021,1,99,September,Nature,"Other nature",45815,0
2021,1,99,August,Nature,"Other nature",37556,0
2021,1,99,July,Nature,"Other nature",33727,0
2021,1,99,June,Nature,"Other nature",35667,0
2021,1,99,May,Nature,"Other nature",44869,0
2021,1,99,April,Nature,"Other nature",50117,8
2021,1,99,March,Nature,"Other nature",43775,12
2021,1,99,February,Nature,"Other nature",49067,1
2021,1,99,January,Nature,"Other nature",54675,3
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",310000,300
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",290000,300
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",280000,300
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",250000,300
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",260000,300
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",280000,300
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",260000,400
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",110000,200
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",230000,300
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",270000,270
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",230000,270
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",260000,270
2021,4,99,December,"Sports and recreation","Other sports and recreation",10339,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",13104,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",13236,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",7690,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",9751,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",10004,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",6709,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",3246,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",7628,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",8694,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",5670,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",3133,0
2021,6,99,December,Other,"Tourist sites not classified elsewhere",48254,0
2021,6,99,November,Other,"Tourist sites not classified elsewhere",53158,0
2021,6,99,October,Other,"Tourist sites not classified elsewhere",51840,0
2021,6,99,September,Other,"Tourist sites not classified elsewhere",52324,0
2021,6,99,August,Other,"Tourist sites not classified elsewhere",55235,0
2021,6,99,July,Other,"Tourist sites not classified elsewhere",56133,0
2021,6,99,June,Other,"Tourist sites not classified elsewhere",53990,0
2021,6,99,May,Other,"Tourist sites not classified elsewhere",60955,0
2021,6,99,April,Other,"Tourist sites not classified elsewhere",56384,0
2021,6,99,March,Other,"Tourist sites not classified elsewhere",51152,0
2021,6,99,February,Other,"Tourist sites not classified elsewhere",47013,0
2021,6,99,January,Other,"Tourist sites not classified elsewhere",43578,0
2021,1,99,December,Nature,"Other nature",651,0
2021,1,99,November,Nature,"Other nature",1289,0
2021,1,99,October,Nature,"Other nature",841,0
2021,1,99,September,Nature,"Other nature",472,0
2021,1,99,August,Nature,"Other nature",262,0
2021,1,99,July,Nature,"Other nature",481,0
2021,1,99,June,Nature,"Other nature",508,0
2021,1,99,May,Nature,"Other nature",0,0
2021,1,99,April,Nature,"Other nature",7310,0
2021,1,99,March,Nature,"Other nature",0,0
2021,1,99,February,Nature,"Other nature",0,0
2021,1,99,January,Nature,"Other nature",8,0
2021,1,99,December,Nature,"Other nature",48336,0
2021,1,99,November,Nature,"Other nature",180143,0
2021,1,99,October,Nature,"Other nature",84089,0
2021,1,99,September,Nature,"Other nature",47711,0
2021,1,99,August,Nature,"Other nature",38415,0
2021,1,99,July,Nature,"Other nature",28871,0
2021,1,99,June,Nature,"Other nature",25126,0
2021,1,99,May,Nature,"Other nature",59765,0
2021,1,99,April,Nature,"Other nature",51640,0
2021,1,99,March,Nature,"Other nature",41499,0
2021,1,99,February,Nature,"Other nature",41998,0
2021,1,99,January,Nature,"Other nature",43321,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",4782,0
2021,2,8,November,History/Culture,"Memorial house/Historical archive",9134,0
2021,2,8,October,History/Culture,"Memorial house/Historical archive",5827,0
2021,2,8,September,History/Culture,"Memorial house/Historical archive",4185,0
2021,2,8,August,History/Culture,"Memorial house/Historical archive",3548,0
2021,2,8,July,History/Culture,"Memorial house/Historical archive",3557,0
2021,2,8,June,History/Culture,"Memorial house/Historical archive",4180,0
2021,2,8,May,History/Culture,"Memorial house/Historical archive",0,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",5685,0
2021,2,8,March,History/Culture,"Memorial house/Historical archive",4698,0
2021,2,8,February,History/Culture,"Memorial house/Historical archive",5735,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",3851,0
2021,4,1,December,"Sports and recreation","Sports and recreation facilities",11437,0
2021,4,1,November,"Sports and recreation","Sports and recreation facilities",11994,0
2021,4,1,October,"Sports and recreation","Sports and recreation facilities",12929,0
2021,4,1,September,"Sports and recreation","Sports and recreation facilities",11857,0
2021,4,1,August,"Sports and recreation","Sports and recreation facilities",13538,0
2021,4,1,July,"Sports and recreation","Sports and recreation facilities",13530,0
2021,4,1,June,"Sports and recreation","Sports and recreation facilities",11647,0
2021,4,1,May,"Sports and recreation","Sports and recreation facilities",6203,0
2021,4,1,April,"Sports and recreation","Sports and recreation facilities",10260,0
2021,4,1,March,"Sports and recreation","Sports and recreation facilities",10717,0
2021,4,1,February,"Sports and recreation","Sports and recreation facilities",10234,0
2021,4,1,January,"Sports and recreation","Sports and recreation facilities",11147,0
2021,6,99,December,Other,"Tourist sites not classified elsewhere",19606,980
2021,6,99,November,Other,"Tourist sites not classified elsewhere",56730,2836
2021,6,99,October,Other,"Tourist sites not classified elsewhere",35421,1771
2021,6,99,September,Other,"Tourist sites not classified elsewhere",21279,1063
2021,6,99,August,Other,"Tourist sites not classified elsewhere",19714,985
2021,6,99,July,Other,"Tourist sites not classified elsewhere",15824,791
2021,6,99,June,Other,"Tourist sites not classified elsewhere",13951,279
2021,6,99,May,Other,"Tourist sites not classified elsewhere",0,0
2021,6,99,April,Other,"Tourist sites not classified elsewhere",21230,424
2021,6,99,March,Other,"Tourist sites not classified elsewhere",14964,299
2021,6,99,February,Other,"Tourist sites not classified elsewhere",16659,333
2021,6,99,January,Other,"Tourist sites not classified elsewhere",12898,257
2021,3,99,December,"Hot spring/Health","Other hot spring/Health",28803,0
2021,3,99,November,"Hot spring/Health","Other hot spring/Health",42735,0
2021,3,99,October,"Hot spring/Health","Other hot spring/Health",31848,0
2021,3,99,September,"Hot spring/Health","Other hot spring/Health",22792,0
2021,3,99,August,"Hot spring/Health","Other hot spring/Health",22400,0
2021,3,99,July,"Hot spring/Health","Other hot spring/Health",20395,0
2021,3,99,June,"Hot spring/Health","Other hot spring/Health",11005,0
2021,3,99,May,"Hot spring/Health","Other hot spring/Health",0,0
2021,3,99,April,"Hot spring/Health","Other hot spring/Health",18359,0
2021,3,99,March,"Hot spring/Health","Other hot spring/Health",23082,0
2021,3,99,February,"Hot spring/Health","Other hot spring/Health",20945,0
2021,3,99,January,"Hot spring/Health","Other hot spring/Health",19465,0
2021,4,1,December,"Sports and recreation","Sports and recreation facilities",19115,0
2021,4,1,November,"Sports and recreation","Sports and recreation facilities",19273,0
2021,4,1,October,"Sports and recreation","Sports and recreation facilities",22762,0
2021,4,1,September,"Sports and recreation","Sports and recreation facilities",10342,0
2021,4,1,August,"Sports and recreation","Sports and recreation facilities",8631,0
2021,4,1,July,"Sports and recreation","Sports and recreation facilities",8761,0
2021,4,1,June,"Sports and recreation","Sports and recreation facilities",14091,0
2021,4,1,May,"Sports and recreation","Sports and recreation facilities",7921,0
2021,4,1,April,"Sports and recreation","Sports and recreation facilities",10068,0
2021,4,1,March,"Sports and recreation","Sports and recreation facilities",11284,0
2021,4,1,February,"Sports and recreation","Sports and recreation facilities",3421,0
2021,4,1,January,"Sports and recreation","Sports and recreation facilities",3074,0
2021,4,1,December,"Sports and recreation","Sports and recreation facilities",9731,0
2021,4,1,November,"Sports and recreation","Sports and recreation facilities",24502,0
2021,4,1,October,"Sports and recreation","Sports and recreation facilities",29710,0
2021,4,1,September,"Sports and recreation","Sports and recreation facilities",24708,0
2021,4,1,August,"Sports and recreation","Sports and recreation facilities",22641,0
2021,4,1,July,"Sports and recreation","Sports and recreation facilities",35559,0
2021,4,1,June,"Sports and recreation","Sports and recreation facilities",8702,0
2021,4,1,May,"Sports and recreation","Sports and recreation facilities",8702,0
2021,4,1,April,"Sports and recreation","Sports and recreation facilities",8702,0
2021,4,1,March,"Sports and recreation","Sports and recreation facilities",15324,0
2021,4,1,February,"Sports and recreation","Sports and recreation facilities",5326,0
2021,4,1,January,"Sports and recreation","Sports and recreation facilities",4198,0
2021,3,99,December,"Hot spring/Health","Other hot spring/Health",89883,0
2021,3,99,November,"Hot spring/Health","Other hot spring/Health",84182,0
2021,3,99,October,"Hot spring/Health","Other hot spring/Health",79525,0
2021,3,99,September,"Hot spring/Health","Other hot spring/Health",75203,0
2021,3,99,August,"Hot spring/Health","Other hot spring/Health",75971,0
2021,3,99,July,"Hot spring/Health","Other hot spring/Health",74556,0
2021,3,99,June,"Hot spring/Health","Other hot spring/Health",42059,0
2021,3,99,May,"Hot spring/Health","Other hot spring/Health",0,0
2021,3,99,April,"Hot spring/Health","Other hot spring/Health",52173,0
2021,3,99,March,"Hot spring/Health","Other hot spring/Health",73497,0
2021,3,99,February,"Hot spring/Health","Other hot spring/Health",66829,0
2021,3,99,January,"Hot spring/Health","Other hot spring/Health",66616,0
2021,4,1,December,"Sports and recreation","Sports and recreation facilities",7983,11
2021,4,1,November,"Sports and recreation","Sports and recreation facilities",7750,16
2021,4,1,October,"Sports and recreation","Sports and recreation facilities",6970,14
2021,4,1,September,"Sports and recreation","Sports and recreation facilities",6423,15
2021,4,1,August,"Sports and recreation","Sports and recreation facilities",5314,17
2021,4,1,July,"Sports and recreation","Sports and recreation facilities",5825,17
2021,4,1,June,"Sports and recreation","Sports and recreation facilities",6219,12
2021,4,1,May,"Sports and recreation","Sports and recreation facilities",6912,19
2021,4,1,April,"Sports and recreation","Sports and recreation facilities",7009,15
2021,4,1,March,"Sports and recreation","Sports and recreation facilities",6233,6
2021,4,1,February,"Sports and recreation","Sports and recreation facilities",5298,17
2021,4,1,January,"Sports and recreation","Sports and recreation facilities",5206,20
2021,2,11,December,History/Culture,"Industrial tourism",3406,65
2021,2,11,November,History/Culture,"Industrial tourism",4780,6
2021,2,11,October,History/Culture,"Industrial tourism",3609,6
2021,2,11,September,History/Culture,"Industrial tourism",3234,7
2021,2,11,August,History/Culture,"Industrial tourism",5382,58
2021,2,11,July,History/Culture,"Industrial tourism",4030,20
2021,2,11,June,History/Culture,"Industrial tourism",1580,20
2021,2,11,May,History/Culture,"Industrial tourism",0,0
2021,2,11,April,History/Culture,"Industrial tourism",0,0
2021,2,11,March,History/Culture,"Industrial tourism",0,0
2021,2,11,February,History/Culture,"Industrial tourism",0,0
2021,2,11,January,History/Culture,"Industrial tourism",0,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",20319,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",18241,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",19753,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",9683,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",10309,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",11761,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",3640,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",10964,0
2021,4,9,December,"Sports and recreation","Theme park",16369,28
2021,4,9,November,"Sports and recreation","Theme park",17847,28
2021,4,9,October,"Sports and recreation","Theme park",23488,28
2021,4,9,September,"Sports and recreation","Theme park",16569,0
2021,4,9,August,"Sports and recreation","Theme park",16569,0
2021,4,9,July,"Sports and recreation","Theme park",16569,0
2021,4,9,June,"Sports and recreation","Theme park",16179,0
2021,4,9,May,"Sports and recreation","Theme park",11585,0
2021,4,9,April,"Sports and recreation","Theme park",14708,0
2021,4,9,March,"Sports and recreation","Theme park",4632,0
2021,4,9,February,"Sports and recreation","Theme park",3426,0
2021,4,9,January,"Sports and recreation","Theme park",2422,0
2021,2,6,December,History/Culture,Museum,15,0
2021,2,6,November,History/Culture,Museum,15,0
2021,2,6,October,History/Culture,Museum,15,0
2021,2,6,September,History/Culture,Museum,76,0
2021,2,6,August,History/Culture,Museum,69,0
2021,2,6,July,History/Culture,Museum,62,0
2021,2,6,June,History/Culture,Museum,0,0
2021,2,6,May,History/Culture,Museum,0,0
2021,2,6,April,History/Culture,Museum,72,0
2021,2,6,March,History/Culture,Museum,68,1
2021,2,6,February,History/Culture,Museum,40,0
2021,2,6,January,History/Culture,Museum,27,0
2021,6,99,December,Other,"Tourist sites not classified elsewhere",14609,58
2021,6,99,November,Other,"Tourist sites not classified elsewhere",14597,69
2021,6,99,October,Other,"Tourist sites not classified elsewhere",14341,74
2021,6,99,September,Other,"Tourist sites not classified elsewhere",9480,48
2021,6,99,August,Other,"Tourist sites not classified elsewhere",9428,53
2021,6,99,July,Other,"Tourist sites not classified elsewhere",8661,46
2021,6,99,June,Other,"Tourist sites not classified elsewhere",8607,45
2021,6,99,May,Other,"Tourist sites not classified elsewhere",9495,60
2021,6,99,April,Other,"Tourist sites not classified elsewhere",9908,65
2021,6,99,March,Other,"Tourist sites not classified elsewhere",10032,59
2021,6,99,February,Other,"Tourist sites not classified elsewhere",7937,51
2021,6,99,January,Other,"Tourist sites not classified elsewhere",8172,61
2021,2,9,December,History/Culture,"Zoo/Botanical garden",39126,1
2021,2,9,November,History/Culture,"Zoo/Botanical garden",62223,1
2021,2,9,October,History/Culture,"Zoo/Botanical garden",38848,1
2021,2,9,September,History/Culture,"Zoo/Botanical garden",32326,1
2021,2,9,August,History/Culture,"Zoo/Botanical garden",29762,1
2021,2,9,July,History/Culture,"Zoo/Botanical garden",24999,1
2021,2,9,June,History/Culture,"Zoo/Botanical garden",23115,0
2021,2,9,May,History/Culture,"Zoo/Botanical garden",0,0
2021,2,9,April,History/Culture,"Zoo/Botanical garden",0,0
2021,2,9,March,History/Culture,"Zoo/Botanical garden",0,0
2021,2,9,February,History/Culture,"Zoo/Botanical garden",0,0
2021,2,9,January,History/Culture,"Zoo/Botanical garden",0,0
2021,2,7,December,History/Culture,"Art museum",869,0
2021,2,7,November,History/Culture,"Art museum",2556,0
2021,2,7,October,History/Culture,"Art museum",3845,0
2021,2,7,September,History/Culture,"Art museum",13198,0
2021,2,7,August,History/Culture,"Art museum",7173,0
2021,2,7,July,History/Culture,"Art museum",1789,0
2021,2,7,June,History/Culture,"Art museum",524,0
2021,2,7,May,History/Culture,"Art museum",0,0
2021,2,7,April,History/Culture,"Art museum",650,0
2021,2,7,March,History/Culture,"Art museum",1329,0
2021,2,7,February,History/Culture,"Art museum",1885,0
2021,2,7,January,History/Culture,"Art museum",1163,0
2021,4,7,December,"Sports and recreation",Park,528993,0
2021,4,7,November,"Sports and recreation",Park,729602,0
2021,4,7,October,"Sports and recreation",Park,570484,0
2021,4,7,September,"Sports and recreation",Park,421157,0
2021,4,7,August,"Sports and recreation",Park,260337,0
2021,4,7,July,"Sports and recreation",Park,295186,0
2021,4,7,June,"Sports and recreation",Park,393040,0
2021,4,7,May,"Sports and recreation",Park,592049,0
2021,4,7,April,"Sports and recreation",Park,665175,0
2021,4,7,March,"Sports and recreation",Park,911949,0
2021,4,7,February,"Sports and recreation",Park,675805,0
2021,4,7,January,"Sports and recreation",Park,493497,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",2791,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",3644,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",3072,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",2214,1
2021,4,99,August,"Sports and recreation","Other sports and recreation",1630,1
2021,4,99,July,"Sports and recreation","Other sports and recreation",3248,1
2021,4,99,June,"Sports and recreation","Other sports and recreation",2765,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",1714,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",3956,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",2668,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",1653,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",1969,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",3815,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",4884,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",3472,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",2460,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",1977,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",3101,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",2650,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",1926,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",2132,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",2442,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",1217,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",1283,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",1842,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",2529,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",2573,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",1708,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",660,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",1986,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",980,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",1691,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",1400,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",1208,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",1529,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",425,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",4337,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",3963,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",3911,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",2824,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",2068,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",4196,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",3044,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",2337,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",3009,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",3038,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",1878,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",1117,0
2021,4,7,December,"Sports and recreation",Park,76852,14
2021,4,7,November,"Sports and recreation",Park,103072,14
2021,4,7,October,"Sports and recreation",Park,93301,14
2021,4,7,September,"Sports and recreation",Park,63328,42
2021,4,7,August,"Sports and recreation",Park,41215,42
2021,4,7,July,"Sports and recreation",Park,47920,42
2021,4,7,June,"Sports and recreation",Park,54498,24
2021,4,7,May,"Sports and recreation",Park,116146,24
2021,4,7,April,"Sports and recreation",Park,92562,24
2021,4,7,March,"Sports and recreation",Park,81611,0
2021,4,7,February,"Sports and recreation",Park,81253,0
2021,4,7,January,"Sports and recreation",Park,67316,0
2021,6,99,December,Other,"Tourist sites not classified elsewhere",1632,18
2021,6,99,November,Other,"Tourist sites not classified elsewhere",1852,13
2021,6,99,October,Other,"Tourist sites not classified elsewhere",1667,19
2021,6,99,September,Other,"Tourist sites not classified elsewhere",915,13
2021,6,99,August,Other,"Tourist sites not classified elsewhere",915,13
2021,6,99,July,Other,"Tourist sites not classified elsewhere",915,13
2021,6,99,June,Other,"Tourist sites not classified elsewhere",375,4
2021,6,99,May,Other,"Tourist sites not classified elsewhere",0,0
2021,6,99,April,Other,"Tourist sites not classified elsewhere",665,4
2021,6,99,March,Other,"Tourist sites not classified elsewhere",665,4
2021,6,99,February,Other,"Tourist sites not classified elsewhere",301,7
2021,6,99,January,Other,"Tourist sites not classified elsewhere",333,1
2021,4,99,December,"Sports and recreation","Other sports and recreation",15078,150
2021,4,99,November,"Sports and recreation","Other sports and recreation",15045,150
2021,4,99,October,"Sports and recreation","Other sports and recreation",17875,150
2021,4,99,September,"Sports and recreation","Other sports and recreation",32284,500
2021,4,99,August,"Sports and recreation","Other sports and recreation",28993,500
2021,4,99,July,"Sports and recreation","Other sports and recreation",27808,500
2021,4,99,June,"Sports and recreation","Other sports and recreation",29021,100
2021,4,99,May,"Sports and recreation","Other sports and recreation",15488,100
2021,4,99,April,"Sports and recreation","Other sports and recreation",13648,100
2021,4,99,March,"Sports and recreation","Other sports and recreation",18780,100
2021,4,99,February,"Sports and recreation","Other sports and recreation",13890,100
