year,subcategory_code,sub_subcategory_code,month,category_subcategory,category_sub_subcategory,total_visitors,foreign_visitors
2021,2,8,December,History/Culture,"Memorial house/Historical archive",22646,0
2021,2,8,November,History/Culture,"Memorial house/Historical archive",26109,0
2021,2,8,October,History/Culture,"Memorial house/Historical archive",23657,0
2021,2,8,September,History/Culture,"Memorial house/Historical archive",21003,0
2021,2,8,August,History/Culture,"Memorial house/Historical archive",20219,0
2021,2,8,July,History/Culture,"Memorial house/Historical archive",19100,0
2021,2,8,June,History/Culture,"Memorial house/Historical archive",21317,0
2021,2,8,May,History/Culture,"Memorial house/Historical archive",17318,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",17812,0
2021,2,8,March,History/Culture,"Memorial house/Historical archive",19609,0
2021,2,8,February,History/Culture,"Memorial house/Historical archive",16426,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",15519,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",10763,0
2021,2,8,November,History/Culture,"Memorial house/Historical archive",11051,0
2021,2,8,October,History/Culture,"Memorial house/Historical archive",11177,0
2021,2,8,September,History/Culture,"Memorial house/Historical archive",10500,0
2021,2,8,August,History/Culture,"Memorial house/Historical archive",10043,0
2021,2,8,July,History/Culture,"Memorial house/Historical archive",9426,0
2021,2,8,June,History/Culture,"Memorial house/Historical archive",16923,0
2021,2,8,May,History/Culture,"Memorial house/Historical archive",16923,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",16923,0
2021,2,8,March,History/Culture,"Memorial house/Historical archive",10226,0
2021,2,8,February,History/Culture,"Memorial house/Historical archive",9163,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",9048,0
2021,2,6,December,History/Culture,Museum,2190,0
2021,2,6,November,History/Culture,Museum,2775,0
2021,2,6,October,History/Culture,Museum,2780,0
2021,2,6,September,History/Culture,Museum,1822,0
2021,2,6,August,History/Culture,Museum,1143,0
2021,2,6,July,History/Culture,Museum,1250,0
2021,2,6,June,History/Culture,Museum,1059,0
2021,2,6,May,History/Culture,Museum,594,0
2021,2,6,April,History/Culture,Museum,1935,0
2021,2,6,March,History/Culture,Museum,1081,0
2021,2,6,February,History/Culture,Museum,516,0
2021,2,6,January,History/Culture,Museum,676,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",3108,11
2021,2,8,November,History/Culture,"Memorial house/Historical archive",1704,9
2021,2,8,October,History/Culture,"Memorial house/Historical archive",2019,12
2021,2,8,September,History/Culture,"Memorial house/Historical archive",619,8
2021,2,8,August,History/Culture,"Memorial house/Historical archive",287,10
2021,2,8,July,History/Culture,"Memorial house/Historical archive",1828,3
2021,2,8,June,History/Culture,"Memorial house/Historical archive",1799,5
2021,2,8,May,History/Culture,"Memorial house/Historical archive",0,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",1044,13
2021,2,8,March,History/Culture,"Memorial house/Historical archive",1789,28
2021,2,8,February,History/Culture,"Memorial house/Historical archive",787,14
2021,2,8,January,History/Culture,"Memorial house/Historical archive",324,5
2021,2,6,December,History/Culture,Museum,25728,25
2021,2,6,November,History/Culture,Museum,28056,70
2021,2,6,October,History/Culture,Museum,16433,62
2021,2,6,September,History/Culture,Museum,8661,15
2021,2,6,August,History/Culture,Museum,12450,29
2021,2,6,July,History/Culture,Museum,15446,38
2021,2,6,June,History/Culture,Museum,9744,35
2021,2,6,May,History/Culture,Museum,0,0
2021,2,6,April,History/Culture,Museum,8126,28
2021,2,6,March,History/Culture,Museum,11631,28
2021,2,6,February,History/Culture,Museum,7594,46
2021,2,6,January,History/Culture,Museum,3906,9
2021,2,6,December,History/Culture,Museum,6609,90
2021,2,6,November,History/Culture,Museum,14669,304
2021,2,6,October,History/Culture,Museum,6762,172
2021,2,6,September,History/Culture,Museum,452,24
2021,2,6,August,History/Culture,Museum,2568,310
2021,2,6,July,History/Culture,Museum,2792,201
2021,2,6,June,History/Culture,Museum,4313,110
2021,2,6,May,History/Culture,Museum,0,0
2021,2,6,April,History/Culture,Museum,0,0
2021,2,6,March,History/Culture,Museum,0,0
2021,2,6,February,History/Culture,Museum,0,0
2021,2,6,January,History/Culture,Museum,0,0
2021,2,6,December,History/Culture,Museum,4513,0
2021,2,6,November,History/Culture,Museum,4913,0
2021,2,6,October,History/Culture,Museum,3287,0
2021,2,6,September,History/Culture,Museum,2806,2
2021,2,6,August,History/Culture,Museum,5452,2
2021,2,6,July,History/Culture,Museum,4415,2
2021,2,6,June,History/Culture,Museum,2782,0
2021,2,6,May,History/Culture,Museum,0,0
2021,2,6,April,History/Culture,Museum,2080,0
2021,2,6,March,History/Culture,Museum,3058,0
2021,2,6,February,History/Culture,Museum,2722,0
2021,2,6,January,History/Culture,Museum,2422,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",758,4
2021,2,8,November,History/Culture,"Memorial house/Historical archive",2086,7
2021,2,8,October,History/Culture,"Memorial house/Historical archive",1388,8
2021,2,8,September,History/Culture,"Memorial house/Historical archive",691,12
2021,2,8,August,History/Culture,"Memorial house/Historical archive",788,5
2021,2,8,July,History/Culture,"Memorial house/Historical archive",933,5
2021,2,8,June,History/Culture,"Memorial house/Historical archive",487,5
2021,2,8,May,History/Culture,"Memorial house/Historical archive",0,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",1549,8
2021,2,8,March,History/Culture,"Memorial house/Historical archive",1302,6
2021,2,8,February,History/Culture,"Memorial house/Historical archive",1396,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",0,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",8631,10
2021,2,8,November,History/Culture,"Memorial house/Historical archive",10865,17
2021,2,8,October,History/Culture,"Memorial house/Historical archive",11392,6
2021,2,8,September,History/Culture,"Memorial house/Historical archive",6145,23
2021,2,8,August,History/Culture,"Memorial house/Historical archive",7403,23
2021,2,8,July,History/Culture,"Memorial house/Historical archive",6359,13
2021,2,8,June,History/Culture,"Memorial house/Historical archive",3804,10
2021,2,8,May,History/Culture,"Memorial house/Historical archive",0,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",7251,10
2021,2,8,March,History/Culture,"Memorial house/Historical archive",10323,25
2021,2,8,February,History/Culture,"Memorial house/Historical archive",3304,21
2021,2,8,January,History/Culture,"Memorial house/Historical archive",1739,13
2021,2,6,December,History/Culture,Museum,2873,0
2021,2,6,November,History/Culture,Museum,2834,0
2021,2,6,October,History/Culture,Museum,3505,0
2021,2,6,September,History/Culture,Museum,2607,0
2021,2,6,August,History/Culture,Museum,2659,0
2021,2,6,July,History/Culture,Museum,2925,0
2021,2,6,June,History/Culture,Museum,3812,0
2021,2,6,May,History/Culture,Museum,0,0
2021,2,6,April,History/Culture,Museum,2973,0
2021,2,6,March,History/Culture,Museum,2923,0
2021,2,6,February,History/Culture,Museum,2496,0
2021,2,6,January,History/Culture,Museum,2545,0
2021,2,7,December,History/Culture,"Art museum",40108,168
2021,2,7,November,History/Culture,"Art museum",40507,158
2021,2,7,October,History/Culture,"Art museum",10143,114
2021,2,7,September,History/Culture,"Art museum",36925,317
2021,2,7,August,History/Culture,"Art museum",29162,346
2021,2,7,July,History/Culture,"Art museum",29800,426
2021,2,7,June,History/Culture,"Art museum",13727,208
2021,2,7,May,History/Culture,"Art museum",0,0
2021,2,7,April,History/Culture,"Art museum",50230,268
2021,2,7,March,History/Culture,"Art museum",23497,132
2021,2,7,February,History/Culture,"Art museum",22533,286
2021,2,7,January,History/Culture,"Art museum",10570,280
2021,2,7,December,History/Culture,"Art museum",0,0
2021,2,7,November,History/Culture,"Art museum",0,0
2021,2,7,October,History/Culture,"Art museum",0,0
2021,2,7,September,History/Culture,"Art museum",0,0
2021,2,7,August,History/Culture,"Art museum",0,0
2021,2,7,July,History/Culture,"Art museum",0,0
2021,2,7,June,History/Culture,"Art museum",0,0
2021,2,7,May,History/Culture,"Art museum",0,0
2021,2,7,April,History/Culture,"Art museum",0,0
2021,2,7,March,History/Culture,"Art museum",0,0
2021,2,7,February,History/Culture,"Art museum",0,0
2021,2,7,January,History/Culture,"Art museum",0,0
2021,2,12,December,History/Culture,"Historic building",11007,1
2021,2,12,November,History/Culture,"Historic building",6687,0
2021,2,12,October,History/Culture,"Historic building",1916,0
2021,2,12,September,History/Culture,"Historic building",294,1
2021,2,12,August,History/Culture,"Historic building",94,0
2021,2,12,July,History/Culture,"Historic building",4575,0
2021,2,12,June,History/Culture,"Historic building",3232,0
2021,2,12,May,History/Culture,"Historic building",525,0
2021,2,12,April,History/Culture,"Historic building",1119,0
2021,2,12,March,History/Culture,"Historic building",2790,20
2021,2,12,February,History/Culture,"Historic building",515,20
2021,2,12,January,History/Culture,"Historic building",182,20
2021,2,3,December,History/Culture,Shrine/Temple,0,0
2021,2,3,November,History/Culture,Shrine/Temple,40,0
2021,2,3,October,History/Culture,Shrine/Temple,6,0
2021,2,3,September,History/Culture,Shrine/Temple,0,0
2021,2,3,August,History/Culture,Shrine/Temple,0,0
2021,2,3,July,History/Culture,Shrine/Temple,0,0
2021,2,3,June,History/Culture,Shrine/Temple,0,0
2021,2,3,May,History/Culture,Shrine/Temple,0,0
2021,2,3,April,History/Culture,Shrine/Temple,0,0
2021,2,3,March,History/Culture,Shrine/Temple,0,0
2021,2,3,February,History/Culture,Shrine/Temple,0,0
2021,2,3,January,History/Culture,Shrine/Temple,0,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",8200,13
2021,2,8,November,History/Culture,"Memorial house/Historical archive",11000,13
2021,2,8,October,History/Culture,"Memorial house/Historical archive",7500,13
2021,2,8,September,History/Culture,"Memorial house/Historical archive",6000,7
2021,2,8,August,History/Culture,"Memorial house/Historical archive",11000,7
2021,2,8,July,History/Culture,"Memorial house/Historical archive",8000,7
2021,2,8,June,History/Culture,"Memorial house/Historical archive",8100,0
2021,2,8,May,History/Culture,"Memorial house/Historical archive",0,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",4600,0
2021,2,8,March,History/Culture,"Memorial house/Historical archive",9100,0
2021,2,8,February,History/Culture,"Memorial house/Historical archive",4700,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",6300,0
2021,6,99,December,Other,"Tourist sites not classified elsewhere",7495,42
2021,6,99,November,Other,"Tourist sites not classified elsewhere",6580,45
2021,6,99,October,Other,"Tourist sites not classified elsewhere",5075,43
2021,6,99,September,Other,"Tourist sites not classified elsewhere",3318,21
2021,6,99,August,Other,"Tourist sites not classified elsewhere",3660,76
2021,6,99,July,Other,"Tourist sites not classified elsewhere",3902,246
2021,6,99,June,Other,"Tourist sites not classified elsewhere",2978,12
2021,6,99,May,Other,"Tourist sites not classified elsewhere",1628,3
2021,6,99,April,Other,"Tourist sites not classified elsewhere",4001,12
2021,6,99,March,Other,"Tourist sites not classified elsewhere",42123,244
2021,6,99,February,Other,"Tourist sites not classified elsewhere",29053,192
2021,6,99,January,Other,"Tourist sites not classified elsewhere",32262,177
2021,6,99,December,Other,"Tourist sites not classified elsewhere",7638,14
2021,6,99,November,Other,"Tourist sites not classified elsewhere",4578,8
2021,6,99,October,Other,"Tourist sites not classified elsewhere",3581,5
2021,6,99,September,Other,"Tourist sites not classified elsewhere",3437,3
2021,6,99,August,Other,"Tourist sites not classified elsewhere",3437,3
2021,6,99,July,Other,"Tourist sites not classified elsewhere",3437,3
2021,6,99,June,Other,"Tourist sites not classified elsewhere",2315,1
2021,6,99,May,Other,"Tourist sites not classified elsewhere",3087,5
2021,6,99,April,Other,"Tourist sites not classified elsewhere",3198,4
2021,6,99,March,Other,"Tourist sites not classified elsewhere",4098,4
2021,6,99,February,Other,"Tourist sites not classified elsewhere",2405,7
2021,6,99,January,Other,"Tourist sites not classified elsewhere",2257,6
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",2356671,100
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",1753698,85
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",1538292,88
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",1196611,91
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",1166359,113
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",1394065,72
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",1243124,64
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",932653,36
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",1217053,46
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",1520045,57
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",1196803,146
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",1021994,100
2021,5,99,December,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",127145,0
2021,5,99,November,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",125200,10
2021,5,99,October,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",120000,60
2021,5,99,September,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",0,0
2021,5,99,August,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",0,0
2021,5,99,July,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",0,0
2021,5,99,June,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",55900,10
2021,5,99,May,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",73500,0
2021,5,99,April,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",106500,500
2021,5,99,March,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",10977,51
2021,5,99,February,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",10977,51
2021,5,99,January,"Urban tourism: Shopping, food, etc.","Other urban tourism: Shopping, food, etc.",10977,51
2021,4,99,December,"Sports and recreation","Other sports and recreation",14604,10
2021,4,99,November,"Sports and recreation","Other sports and recreation",8612,10
2021,4,99,October,"Sports and recreation","Other sports and recreation",6768,10
2021,4,99,September,"Sports and recreation","Other sports and recreation",12605,10
2021,4,99,August,"Sports and recreation","Other sports and recreation",3291,10
2021,4,99,July,"Sports and recreation","Other sports and recreation",29534,10
2021,4,99,June,"Sports and recreation","Other sports and recreation",22543,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",3984,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",306,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",11603,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",12635,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",10815,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",100500,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",85450,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",70200,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",1400,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",67300,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",73004,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",40800,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",35500,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",20496,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",8328,0
2021,4,99,October,"Sports and recreation","Other sports and recreation",32247,0
2021,4,99,September,"Sports and recreation","Other sports and recreation",24265,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",9079,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",8851,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",5331,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",21060,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",10557,0
2021,4,99,March,"Sports and recreation","Other sports and recreation",32280,0
2021,4,99,February,"Sports and recreation","Other sports and recreation",13635,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",11848,0
2021,4,99,December,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,November,"Sports and recreation","Other sports and recreation",1338,54
2021,4,99,October,"Sports and recreation","Other sports and recreation",1373,77
2021,4,99,September,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,August,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,July,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,June,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,May,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,April,"Sports and recreation","Other sports and recreation",5338,1607
2021,4,99,March,"Sports and recreation","Other sports and recreation",10865,2710
2021,4,99,February,"Sports and recreation","Other sports and recreation",0,0
2021,4,99,January,"Sports and recreation","Other sports and recreation",0,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",23283,0
2021,2,8,November,History/Culture,"Memorial house/Historical archive",22381,0
2021,2,8,October,History/Culture,"Memorial house/Historical archive",19981,0
2021,2,8,September,History/Culture,"Memorial house/Historical archive",17037,0
2021,2,8,August,History/Culture,"Memorial house/Historical archive",18013,0
2021,2,8,July,History/Culture,"Memorial house/Historical archive",17083,0
2021,2,8,June,History/Culture,"Memorial house/Historical archive",7485,0
2021,2,8,May,History/Culture,"Memorial house/Historical archive",3487,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",17163,0
2021,2,8,March,History/Culture,"Memorial house/Historical archive",21070,0
2021,2,8,February,History/Culture,"Memorial house/Historical archive",19308,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",17875,0
2021,2,8,December,History/Culture,"Memorial house/Historical archive",31559,0
2021,2,8,November,History/Culture,"Memorial house/Historical archive",35687,0
2021,2,8,October,History/Culture,"Memorial house/Historical archive",29959,0
2021,2,8,September,History/Culture,"Memorial house/Historical archive",24482,0
2021,2,8,August,History/Culture,"Memorial house/Historical archive",22345,0
2021,2,8,July,History/Culture,"Memorial house/Historical archive",23883,0
2021,2,8,June,History/Culture,"Memorial house/Historical archive",8438,0
2021,2,8,May,History/Culture,"Memorial house/Historical archive",1778,0
2021,2,8,April,History/Culture,"Memorial house/Historical archive",22815,0
2021,2,8,March,History/Culture,"Memorial house/Historical archive",29297,0
2021,2,8,February,History/Culture,"Memorial house/Historical archive",24757,0
2021,2,8,January,History/Culture,"Memorial house/Historical archive",20313,0
2021,2,4,December,History/Culture,Garden,18072,424
2021,2,4,November,History/Culture,Garden,35571,850
2021,2,4,October,History/Culture,Garden,27911,622
2021,2,4,September,History/Culture,Garden,17658,539
2021,2,4,August,History/Culture,Garden,8825,669
2021,2,4,July,History/Culture,Garden,9636,525
2021,2,4,June,History/Culture,Garden,11148,526
2021,2,4,May,History/Culture,Garden,0,0
2021,2,4,April,History/Culture,Garden,0,0
2021,2,4,March,History/Culture,Garden,0,0
2021,2,4,February,History/Culture,Garden,0,0
2021,2,4,January,History/Culture,Garden,0,0
2021,2,6,December,History/Culture,Museum,3926,9
2021,2,6,November,History/Culture,Museum,4879,9
2021,2,6,October,History/Culture,Museum,3871,9
2021,2,6,September,History/Culture,Museum,2799,6
2021,2,6,August,History/Culture,Museum,3322,6
2021,2,6,July,History/Culture,Museum,2736,6
2021,2,6,June,History/Culture,Museum,1916,4
2021,2,6,May,History/Culture,Museum,0,0
2021,2,6,April,History/Culture,Museum,2055,4
2021,2,6,March,History/Culture,Museum,3364,0
2021,2,6,February,History/Culture,Museum,2313,0
2021,2,6,January,History/Culture,Museum,1093,0
2021,2,6,December,History/Culture,Museum,5576,135
2021,2,6,November,History/Culture,Museum,6215,159
2021,2,6,October,History/Culture,Museum,5169,195
2021,2,6,September,History/Culture,Museum,3238,109
2021,2,6,August,History/Culture,Museum,3490,120
2021,2,6,July,History/Culture,Museum,3629,145
2021,2,6,June,History/Culture,Museum,2149,62
2021,2,6,May,History/Culture,Museum,0,0
2021,2,6,April,History/Culture,Museum,0,0
2021,2,6,March,History/Culture,Museum,0,0
2021,2,6,February,History/Culture,Museum,0,0
2021,2,6,January,History/Culture,Museum,0,0
2021,2,7,December,History/Culture,"Art museum",5763,40
2021,2,7,November,History/Culture,"Art museum",5763,40
2021,2,7,October,History/Culture,"Art museum",5763,40
2021,2,7,September,History/Culture,"Art museum",0,0
2021,2,7,August,History/Culture,"Art museum",3597,30
2021,2,7,July,History/Culture,"Art museum",2624,30
2021,2,7,June,History/Culture,"Art museum",4695,30
2021,2,7,May,History/Culture,"Art museum",0,0
2021,2,7,April,History/Culture,"Art museum",7395,30
2021,2,7,March,History/Culture,"Art museum",9928,30
2021,2,7,February,History/Culture,"Art museum",6356,30
2021,2,7,January,History/Culture,"Art museum",3369,0
2021,2,11,December,History/Culture,"Industrial tourism",0,0
2021,2,11,November,History/Culture,"Industrial tourism",0,0
2021,2,11,October,History/Culture,"Industrial tourism",0,0
2021,2,11,September,History/Culture,"Industrial tourism",0,0
2021,2,11,August,History/Culture,"Industrial tourism",0,0
2021,2,11,July,History/Culture,"Industrial tourism",0,0
2021,2,11,June,History/Culture,"Industrial tourism",0,0
2021,2,11,May,History/Culture,"Industrial tourism",0,0
2021,2,11,April,History/Culture,"Industrial tourism",0,0
2021,2,11,March,History/Culture,"Industrial tourism",0,0
2021,2,11,February,History/Culture,"Industrial tourism",0,0
2021,2,11,January,History/Culture,"Industrial tourism",0,0
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",1578627,10
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",1189618,10
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",1067181,10
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",876815,253
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",771944,418
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",1015180,298
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",907032,260
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",546064,160
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",818979,190
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",1023224,260
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",861397,240
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",738873,320
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",1173265,410
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",893777,270
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",864962,240
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",688128,1050
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",666110,450
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",795063,300
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",735336,800
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",563881,500
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",710953,700
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",902199,500
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",738478,400
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",670722,300
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",507536,0
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",456504,0
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",431172,0
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",367304,0
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",359591,0
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",417124,0
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",407339,0
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",298055,0
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",404415,0
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",447507,0
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",355374,0
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",347752,0
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",429903,5
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",404041,5
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",373948,5
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",298665,1
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",250277,1
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",326782,1
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",327876,1
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",319735,1
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",315821,1
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",339641,7
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",263876,7
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",261230,7
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",541890,0
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",505632,0
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",520418,0
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",504284,0
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",528784,0
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",571444,0
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",576794,0
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",524297,0
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",573069,0
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",562071,0
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",452498,0
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",445565,0
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",21691,234
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",21691,234
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",21691,234
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",4842,587
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",4842,587
2021,5,1,July,"Urban tourism: Shopping, food, etc.","Commercial facilities",4842,587
2021,5,1,June,"Urban tourism: Shopping, food, etc.","Commercial facilities",2550,225
2021,5,1,May,"Urban tourism: Shopping, food, etc.","Commercial facilities",2550,225
2021,5,1,April,"Urban tourism: Shopping, food, etc.","Commercial facilities",2550,225
2021,5,1,March,"Urban tourism: Shopping, food, etc.","Commercial facilities",5431,210
2021,5,1,February,"Urban tourism: Shopping, food, etc.","Commercial facilities",5431,210
2021,5,1,January,"Urban tourism: Shopping, food, etc.","Commercial facilities",5431,210
2021,5,1,December,"Urban tourism: Shopping, food, etc.","Commercial facilities",78786,0
2021,5,1,November,"Urban tourism: Shopping, food, etc.","Commercial facilities",67795,0
2021,5,1,October,"Urban tourism: Shopping, food, etc.","Commercial facilities",61780,0
2021,5,1,September,"Urban tourism: Shopping, food, etc.","Commercial facilities",48687,19
2021,5,1,August,"Urban tourism: Shopping, food, etc.","Commercial facilities",48940,19
